question_text,options,solution_text,question_no,book,grade,subject,path,chapter,exercise
"Make sentences using the given set of words.
(a) 99%, oxygen, nitrogen, air, together
(b) Respiration, dissolved, animals, air, aquatic
(c) Air, wind, motion, called
",NA,"(a) Oxygen and Nitrogen together make 99% of air.
(b) Aquatic animals used dissolved air for respiration.
(c) Air in motion is called wind.
Or
Motion air is called wind.
",Q. 12,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/make-sentences-using-the-given-set-of-words-a-99-oxygen-i-1nknft,15. Air Around Us,Very Short Answer Question
"A list of words is given in a box. Use appropriate words to fill up the blanks in the following statements
Air, oxygen, wind, water vapour, mixture, combination, direction, road, bottles, cylinders.
(a) The ______ makes the windmill rotate.
(b) Air is a ______ of some gases.
(c) A weather cock shows the ______ in which the air is moving at that place.
(d) Mountaineers carry oxygen ______ with them, while climbing high mountains.
",NA,"(a) Wind
(b) Mixture
(c) Direction
(d) Cylinders
",Q. 13,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/a-list-of-words-is-given-in-a-box-use-appropriate-words-to-i-1nknfu,15. Air Around Us,Short Answer Questions
"Observe the picture given in Fig. 15.1 carefully and answer the following questions

<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18987/1531462578722260.png""/></p>
(a) What is covering the nose and mouth of the police man?
(b) Why is he putting a cover on his nose?
(c) Can you comment on air quality of the place shown in the Fig.15.1?
",NA,"(a) Mask is covering the nose and mouth of the police man.
(b) He is putting a cover(mask) on his nose so that he do not inhale the dust particles and harmful gases which are produce by the moving vehicles (automobiles) as harmful gases make it difficult to breath and may cause lung diseases like asthma.
(c) The quality of the air is Bad. The harmful gases released by the vehicles spread and contaminate the air. Thus making the quality of air bad.
",Q. 14,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/observe-the-picture-given-in-fig-15-1-carefully-and-answer-i-1nknfv,15. Air Around Us,Short Answer Questions
"Garima observed that when she left her tightly capped bottle full of water in the open sunlight, tiny bubbles were formed all around inside the bottle. Help Garima to know why it so happened?
",NA,"When Garima left her tightly capped bottle full of water in the open sunlight then air dissolved in the water start escaping in the form of tiny bubbles because of the heat energy given by sun.
",Q. 15,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/garima-observed-that-when-she-left-her-tightly-capped-bottle-i-1nknfw,15. Air Around Us,Short Answer Questions
"Match the items of Column I with the items of Column II

<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18987/1531462580070415.png""/></p>
",NA,"
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18987/1531462580800512.png""/></p>
",Q. 16,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/match-the-items-of-column-i-with-the-items-of-column-ii-i-1nknfx,15. Air Around Us,Short Answer Questions
"Explain the following observations very briefly
(a) A firki does not rotate in a closed area.
(b) The arrow of weather cock points towards a particular direction at a particular moment.
(c) An empty glass, in fact, is not empty.
(d) Breathing through the mouth may harm you.
",NA,"(a) Firki rotates when the force is applied to the blades of the first. The force is applied on the blades of the first by the moving air called wind but in the closed area there is lack of air movement (wind) so firki does not rotate in a closed area.
(b) The arrow of weather cock points towards a particular direction because it tells us about the current direction of the wind(air) at that time.
Or
The arrow of weather cock points towards a particular direction because it tells us about the direction of wind movement.
(c) We can say that an empty glass, in fact, is not empty as it is filled with the air. We cannot see the air but we can feel it as air is transparent and has no weight. Air do not have a fixed shape and fixed volume.
(d) It is right to say that breathing through the mouth may harm us because the air contains dust particles and if we breathe through mouth then the harmful dust particles may enter our body(respiratory system) and cause damage to lungs. But If we breathe through the nostrils then the fine hair and mucus which is present in the nose may prevent the dust particles from entering our body.
",Q. 17,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/explain-the-following-observations-very-briefly-a-a-firki-i-1nknfy,15. Air Around Us,Long Answer Questions
"Write just a few sentences for an imaginary situation if any of the following gases disappear from the atmosphere
(a) oxygen
(b) nitrogen
(c) carbon dioxide
",NA,"(a) If oxygen disappear from the atmosphere then—
i. There will be no life on the earth.
ii. Burning will be not possible due to disappear of oxygen.
iii. Plants and animals consume oxygen for respiration. If there is no oxygen then there will be no plant and animal life.
(b) Nitrogen does not support burning. No nitrogen means that things will burn fast. If there is no nitrogen humans will be dehydrated quickly. The flow of nitrogen cycle will also disturb and the growth of plants will decrease, even cause the death of plants.
(c) Animals produce carbon dioxide. Carbon dioxide is needed by the plants for photosynthesis. If there is no carbon dioxide then plants are not able to make their food due to which there will be no plants and animals as animal depends upon the plants for food.
",Q. 18,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/write-just-a-few-sentences-for-an-imaginary-situation-if-any-i-1nknfz,15. Air Around Us,Long Answer Questions
"Paheli kept some water in a beaker for heating. She observed that tiny bubbles appeared before the water started to boil. She boiled the water for about 5 minutes and filled it in a bottle up to the brim and kept the bottle air-tight till it cooled down to room temperature.
(a) Why did the tiny bubbles appear?
(b) Do you think tiny bubbles will appear on heating the water taken out from the bottle? Justify your answer.
",NA,"(a) Tiny bubbles were formed/appeared because the air dissolved in the water start escaping in the form of tiny bubbles on boiling.
(b) No, there will be no tiny bubbles because there is no dissolved air left in the water.
",Q. 19,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/paheli-kept-some-water-in-a-beaker-for-heating-she-observed-i-1nkng0,15. Air Around Us,Long Answer Questions
"On a Sunday morning, Paheli’s friend visited her home. She wanted to see some flowering plants in the nearby garden. Both of them went into the garden. While returning from the garden they also observed some flowering plants on the road side. But to their surprise, they found that the leaves and flowers of these roadside plants were comparatively very dull. Can you help them to know why?
",NA,"The leaves and flowers of the roadside plants were comparatively very dull because the air quality near the roadside is very bad due to the emission of harmful gases and dust particles from automobiles. These dust particles get stuck with the plants and make them appear dull.
",Q. 20,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/on-a-sunday-morning-paheli-s-friend-visited-her-home-she-i-1nkng1,15. Air Around Us,Long Answer Questions
"The method of preparing compost with the help of earthworms is called
","A. composting
B. vermicomposting
C. manuring
D. decomposing
","The method of preparing compost with the help of red worms/earthworms is known as vermicomposting. It is high quality manure rich in nutrients and good for growth of potted domestic plants.
",Q. 1,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/the-method-of-preparing-compost-with-the-help-of-earthworms-i-1nkng2,"16. Garbage in, Garbage out",Multiple Choice Question
"If you dump kitchen waste in a pit, it may, after sometime
","A. convert into compost.
B. convert into vermicompost.
C. remain as such.
D. remain forever in its dried form.
","When we put kitchen waste into a pit they get degraded by action of microbes and convert into compost as kitchen wastes are biodegradable wastes.
",Q. 2,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/if-you-dump-kitchen-waste-in-a-pit-it-may-after-sometimea-i-1nkng3,"16. Garbage in, Garbage out",Multiple Choice Question
"Which of the following activities does not reflect responsible behaviour with regard to waste disposal?
","A. Goods carried in paper bags or cloth bags.
B. Waste collected in polythene bags for disposal.
C. Waste separated into those that degrade and those that do not.
D. Making handicrafts with used up notebooks.
","Polythene bags are not environment friendly so we should not use them to dispose wastes. They are non-biodegradable, remain as such in environment causing pollution.
",Q. 3,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-activities-does-not-reflect-i-1nkng4,"16. Garbage in, Garbage out",Multiple Choice Question
"Paheli gave the following ill effects of the practice of burning dried leaves and other plant parts
(i) Burning degrades the soil.
(ii) Burning produces harmful gases/fumes.
(iii) Precious raw materials to obtain manure at low cost is lost.
(iv) Lot of heat is generated unnecessarily.
The correct reasons of why we should not burn leaves are
","A. i, ii and iv only
B. i, ii, iii, and iv
C. ii and iii only
D. ii, iii, and iv only
","Burning of leaves produce harmful gases or fumes which pollute environment. These gases are harmful to our environment. A large amount of heat is produced. Dried leaves and other plant parts can be used to prepare compost.
",Q. 4,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/paheli-gave-the-following-ill-effects-of-the-practice-of-i-1nkng5,"16. Garbage in, Garbage out",Multiple Choice Question
"A garbage collector separate items mentioned below in the garbage into red, green and blue containers for their transfer to landfill, composting pit, and recycling unit respectively. Items:
(i) Plastic bags
(ii) Newspaper and journals
(iii) Screw and nuts
(iv) Vegetable peels
(v) Metal chips
(vi) Egg shells
Which item were transferred to which bin?

<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18988/1531462979472632.png""/></p>
","A. (a)
B. (b)
C. (c)
D. (d)
","Green bins are used to collect biodegradable wastes like vegetable peels and egg shells. Blue bin is used to collect newspaper and journals. Red bins are used to collect metal chips, plastics, screw and nuts.
",Q. 5,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/a-garbage-collector-separate-items-mentioned-below-in-the-i-1nkng6,"16. Garbage in, Garbage out",Multiple Choice Question
